water_risk_id,indicator,year,scenario,value,main_id,source_id
water_risk-aeafbb59-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low (<-5),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-aeafbb59-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),ON-MAIN-aeafbb59,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low (<-5),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-c0660aec-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-c0660aec,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2020-baseline-1,Water Stress Label,2020,baseline,Low - Medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-bau-1,Water Stress Label,2030,bau,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-pes-1,Water Stress Label,2030,pes,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-opt-1,Water Stress Label,2030,opt,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-bau-1,Water Stress Label,2050,bau,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-pes-1,Water Stress Label,2050,pes,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-pes-2,Water Depletion Label,2050,pes,Low - Medium (5-25%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-opt-1,Water Stress Label,2050,opt,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-bau-1,Water Stress Label,2080,bau,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-pes-1,Water Stress Label,2080,pes,Medium-high (20-40%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-pes-2,Water Depletion Label,2080,pes,Low - Medium (5-25%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-opt-1,Water Stress Label,2080,opt,Low-medium (10-20%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-e51eda66-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-e51eda66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2020-baseline-1,Water Stress Label,2020,baseline,Low - Medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-bau-1,Water Stress Label,2030,bau,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-pes-1,Water Stress Label,2030,pes,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-pes-3,Interannual Variability Label,2030,pes,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-opt-1,Water Stress Label,2030,opt,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-bau-1,Water Stress Label,2050,bau,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-pes-1,Water Stress Label,2050,pes,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-pes-2,Water Depletion Label,2050,pes,Low - Medium (5-25%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-opt-1,Water Stress Label,2050,opt,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-bau-1,Water Stress Label,2080,bau,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-pes-1,Water Stress Label,2080,pes,Medium-high (20-40%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-pes-2,Water Depletion Label,2080,pes,Low - Medium (5-25%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-opt-1,Water Stress Label,2080,opt,Low-medium (10-20%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-1f126a43-2080-opt-3,Interannual Variability Label,2080,opt,Medium - High (0.50-0.75),ON-MAIN-1f126a43,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-730aefe3-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),NU-MAIN-730aefe3,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-730aefe3-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),NU-MAIN-730aefe3,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-730aefe3-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),NU-MAIN-730aefe3,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-730aefe3-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,NU-MAIN-730aefe3,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-730aefe3-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Medium - High (0 to 1),NU-MAIN-730aefe3,https://www.wri.org/data/aqueduct-global-maps-40-data
